id,book_id,isbn,authors,original_publication_year,title
2729,5932,143039962,"Pablo Neruda, W.S. Merwin, Cristina García",1924,Twenty Love Poems and a Song of Despair
2730,382549,425116840,Tom Clancy,1988,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)"
2731,1062516,590930028,David Shannon,1998,"No, David!"
2732,18414,140449108,"Thomas More, Paul Turner",1516,Utopia
2733,1099301,316113662,"Pseudonymous Bosch, Gilbert Ford",2007,"The Name of This Book Is Secret (Secret, #1)"
2734,18053060,62280678,Danielle  Paige,2014,"Dorothy Must Die (Dorothy Must Die, #1)"
2735,16429,553804790,Dean Koontz,2006,The Husband
2736,7048800,385501129,Aimee Bender,2010,The Particular Sadness of Lemon Cake
2737,6588,446610224,James Patterson,2003,"The Big Bad Wolf  (Alex Cross, #9)"
2738,533465,385722206,"Dai Sijie, Ina Rilke",2000,Balzac and the Little Chinese Seamstress
2739,18813642,62282719,Roxane Gay,2014,Bad Feminist
2740,226709,671729470,V.C. Andrews,1980,"Petals on the Wind (Dollanganger, #2)"
2741,6690,375814256,"Roald Dahl, Quentin Blake",1975,Danny the Champion of the World
2742,9160695,1594202842,Amy Chua,2011,Battle Hymn of the Tiger Mother
2743,19351043,,Noelle Stevenson,2015,Nimona
2744,1192,1400052580,Giada De Laurentiis,2005,Everyday Italian: 125 Simple and Delicious Recipes
2745,6537,425204693,Patricia Cornwell,1995,"From Potter's Field (Kay Scarpetta, #6)"
2746,84736,446619035,James Patterson,2005,"Mary, Mary (Alex Cross, #11)"
2747,15055,,Jeanette Winterson,1985,Oranges Are Not the Only Fruit
2748,16139641,,R.K. Lilley,2013,"Grounded (Up in the Air, #3)"
2749,19427193,8188575704,Ravinder Singh,2007,I Too Had a Love Story
2750,25051,64401480,"Betty MacDonald, Alexandra Boiger",1947,"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)"
2751,58962,312941919,Michael Connelly,1997,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)"
2752,18505796,62265423,Dan   Harris,2014,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works"
2753,120230,1400054346,"Ina Garten, Quentin Bacon",2006,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again
2754,32504,446690449,Michael Connelly,1998,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)"
2755,41821,1857989341,Isaac Asimov,1972,The Gods Themselves
2756,6393047,545060478,Peter Lerangis,2010,"The Viper's Nest (39 Clues, #7)"
2757,7742,60838744,Sena Jeter Naslund,1999,"Ahab's Wife, or The Star-Gazer"
2758,13570,345470575,"CLAMP, Anthony Gerard",2004,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01"
2759,8962,316905712,Darren Shan,2000,"A Living Nightmare (Cirque Du Freak, #1)"
2760,297627,1563898586,"Alan Moore, Kevin O'Neill",2000,"The League of Extraordinary Gentlemen, Vol. 1"
2761,169756,763622591,M.T. Anderson,2002,Feed
2762,3819326,425226921,Nalini Singh,2009,"Angels' Blood (Guild Hunter, #1)"
2763,752900,486275485,"Euripides, Rex Warner",-431,Medea
2764,6342491,1423118235,Cinda Williams Chima,2009,"The Demon King (Seven Realms, #1)"
2765,821056,842314296,Hannah Hurnard,1955,Hinds' Feet on High Places
2766,38333,037542380X,Charles Burns,1995,Black Hole
2767,19358975,1607069318,"Brian K. Vaughan, Fiona Staples",2014,"Saga, Vol. 3 (Saga, #3)"
2768,20263040,804178747,Lee Child,2014,"Personal (Jack Reacher, #19)"
2769,15994634,1250028647,Therese Anne Fowler,2013,Z: A Novel of Zelda Fitzgerald
2770,4979,081297736X,Kurt Vonnegut Jr.,2005,A Man Without a Country
2771,17667452,,Catherine Ryan Hyde,2009,When I Found You
2772,25893693,1101883073,Martha Hall Kelly,2016,Lilac Girls
2773,552894,316017701,"James Patterson, Maxine Paetro",2008,"7th Heaven (Women's Murder Club, #7)"
2774,23664710,593073894,Lee Child,2015,"Make Me (Jack Reacher, #20)"
2775,18428067,770436420,Anthony Marra,2013,A Constellation of Vital Phenomena
2776,13496738,,Abbi Glines,2012,"While It Lasts (Sea Breeze, #3)"
2777,13414676,307594033,Will Schwalbe,2012,The End of Your Life Book Club
2778,1672727,1416913184,Lauren Barnholdt,2007,Two-Way Street
2779,16001443,,Raine Miller,2012,"All In (The Blackstone Affair, #2)"
2780,1814843,174166134X,John Flanagan,2006,"The Siege of Macindaw (Ranger's Apprentice, #6)"
2781,49221,60652381,C.S. Lewis,1961,A Grief Observed
2782,22416,1563894459,"Warren Ellis, Darick Robertston, Garth Ennis",1998,"Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1)"
2783,13833,1416903372,Tamora Pierce,1994,"Emperor Mage (Immortals, #3)"
2784,8099187,307590615,George W. Bush,2010,Decision Points
2785,6387565,,"James Patterson, Gabrielle Charbonnet",2009,"Witch & Wizard (Witch & Wizard, #1)"
2786,386286,64400581,"Jean Craighead George, John Schoenherr",1972,"Julie of the Wolves (Julie of the Wolves, #1)"
2787,37743,033039780X,Judy Blume,1975,Forever . . .
2788,22609391,1476728747,David McCullough,2015,The Wright Brothers
2789,31231,752858556,Robert Ludlum,1979,The Matarese Circle (Matarese #1)
2790,3147367,1400063256,Jon Meacham,2008,American Lion: Andrew Jackson in the White House
2791,15842230,446573051,David Baldacci,2012,"The Forgotten (John Puller, #2)"
2792,16065004,765378558,Brandon Sanderson,2015,"Shadows of Self (Mistborn, #5)"
2793,17262155,345807952,Helen Fielding,2013,"Mad About the Boy (Bridget Jones, #3)"
2794,30633,6280897,C.S. Lewis,1960,The Four Loves
2795,20639274,,Mia Sheridan,2014,Archer's Voice
2796,11010251,042524413X,Alyson Richman,2011,The Lost Wife
2797,10505,847826465,"Umberto Eco, Girolamo De Michele, Alastair McEwen",2004,History of Beauty
2798,18765,067972477X,Robert Graves,1934,"I, Claudius (Claudius, #1)"
2799,13326831,547959109,Joelle Charbonneau,2013,"The Testing (The Testing, #1)"
2800,17908462,345542886,Janet Evanovich,2013,"Takedown Twenty (Stephanie Plum, #20)"
2801,13628209,1469984016,Kirsty Moseley,2011,The Boy Who Sneaks in My Bedroom Window
2802,13829,037581468X,Tamora Pierce,2006,"Terrier (Beka Cooper, #1)"
2803,8788554,312662750,Darynda Jones,2011,"First Grave on the Right (Charley Davidson, #1)"
2804,18039963,1451651694,"Amanda Lindhout, Sara Corbett",2013,A House in the Sky
2805,9615347,1596437138,Vera Brosgol,2011,Anya's Ghost
2806,9912,067978148X,Bret Easton Ellis,1987,The Rules of Attraction
2807,30262,60572973,Kim Harrison,2005,"The Good, the Bad, and the Undead (The Hollows, #2)"
2808,66693,786942460,R.A. Salvatore,1988,"The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4)"
2809,44597,140274219,Jean Rhys,1966,Wide Sargasso Sea
2810,16286,316296198,John Fowles,1965,The Magus
2811,189811,552148032,David Eddings,1988,"King of the Murgos (The Malloreon, #2)"
2812,402014,60288132,Louise Rennison,2000,"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)"
2813,20821614,1476785597,Caroline Kepnes,2014,"You (You, #1)"
2814,13618440,316134074,Laini Taylor,2014,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)"
2815,1205297,385525001,John Grisham,2007,Playing for Pizza
2816,9284655,1402784031,Colleen Houck,2011,"Tiger's Curse (The Tiger Saga, #1)"
2817,105,441102670,Frank Herbert,1985,Chapterhouse: Dune (Dune Chronicles #6)
2818,20821284,399252517,Jacqueline Woodson,2014,Brown Girl Dreaming
2819,7094569,316081051,Mira Grant,2010,"Feed (Newsflesh Trilogy, #1)"
2820,3476,142000205,Gwyn Hyman Rubio,1998,Icy Sparks
2821,77394,553213180,L.M. Montgomery,1917,"Anne's House of Dreams (Anne of Green Gables, #5)"
2822,75024,345476166,Steve Berry,2006,"The Templar Legacy (Cotton Malone, #1)"
2823,89165,449000656,Sue Grafton,1993,"J is for Judgment (Kinsey Millhone, #10)"
2824,4836308,1401340903,Katherine Howe,2009,The Physick Book of Deliverance Dane
2825,55401,765310023,Steven Erikson,2000,"Deadhouse Gates (The Malazan Book of the Fallen, #2)"
2826,17983690,1743342373,Kylie Scott,2013,"Lick (Stage Dive, #1)"
2827,78982,312997132,Jeffrey Archer,1976,"Not a Penny More, Not a Penny Less"
2828,2315892,575082453,Joe Abercrombie,2009,Best Served Cold
2829,18635113,62309668,Emma Healey,2014,Elizabeth Is Missing
2830,154424,1416505016,Vince Flynn,2005,"Consent to Kill (Mitch Rapp, #8)"
2831,8171378,679444327,Isabel Wilkerson,2010,The Warmth of Other Suns: The Epic Story of America's Great Migration
2832,20706317,316399620,Claire North,2014,The First Fifteen Lives of Harry August
2833,13623012,62206281,Carlos Ruiz Zafón,2011,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)"
2834,11366,345476093,"Barbara W. Tuchman, Robert K. Massie",1962,The Guns of August
2835,937249,671047345,Vince Flynn,2001,"Separation of Power (Mitch Rapp, #5)"
2836,71865,439829100,John Marsden,1993,"Tomorrow, When the War Began (Tomorrow, #1)"
2837,6514074,1599951495,"Robert M. Edsel, Bret Witter",2009,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History"
2838,18140047,374346674,Ava Dellaira,2014,Love Letters to the Dead
2839,10776793,,Helen Bryan,2007,War Brides
2840,27071490,1101947136,Yaa Gyasi,2016,Homegoing
2841,7237456,393068471,Mary Roach,2010,Packing for Mars: The Curious Science of Life in the Void
2842,3410425,446195502,David Baldacci,2008,"Divine Justice (Camel Club, #4)"
2843,3918010,785132619,"Mark Millar, John Romita Jr., Rob Liefeld",2010,"Kick-Ass (Kick-Ass, #1)"
2844,408615,1401908977,"Immaculée Ilibagiza, Steve Erwin",2006,Left to Tell: Discovering God Amidst the Rwandan Holocaust
2845,6686101,61449121,Michael  Grant,2011,"Plague (Gone, #4)"
2846,5344,321107217,Charles Dickens,1854,Hard Times
2847,16033842,2877068161,Joël Dicker,2011,La Vérité sur l'affaire Harry Quebert
2848,3722183,316176532,Kate Atkinson,2015,A God in Ruins
2849,6681454,052595158X,Harlan Coben,2010,Caught
2850,46202,373802498,Maria V. Snyder,2006,"Magic Study (Study, #2)"
2851,667985,1931514925,"CLAMP, Shirley Kubo",2001,"Chobits, Vol. 1"
2852,57891,156931778X,"Koushun Takami, Yuji Oniki",1999,Battle Royale
2853,5126859,553807218,Sarah Addison Allen,2010,The Girl Who Chased the Moon
2854,107301,1842323008,Nevil Shute,1950,A Town Like Alice
2855,18667945,039916927X,Sophia Amoruso,2014,#GIRLBOSS
2856,2485785,778325318,Diane Chamberlain,2006,The Secret Life of CeeCee Wilkes
2857,188230,445406518,Elizabeth Peters,1975,Crocodile on the Sandbank (Amelia Peabody #1)
2858,6070950,425230074,Nora Roberts,2009,"Bed of Roses (Bride Quartet, #2)"
2859,19670,425147584,Tom Clancy,1994,"Debt of Honor (Jack Ryan Universe, #8)"
2860,17343,156904365,C.S. Lewis,1956,Till We Have Faces
2861,224500,142406120,Anthony Horowitz,2001,"Point Blank (Alex Rider, #2)"
2862,15676,425181111,Dean Koontz,1986,Strangers
2863,93794,451209338,Daniel Silva,2000,"The Kill Artist (Gabriel Allon, #1)"
2864,490867,1844280594,Mo Willems,2004,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)"
2865,47558,747541604,Edward Gorey,1963,"The Gashlycrumb Tinies (The Vinegar Works, #1)"
2866,13147230,62067753,"Terry Pratchett, Stephen Baxter",2012,"The Long Earth (The Long Earth, #1)"
2867,1319,446691437,"Steven Pressfield, Robert McKee",2002,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles
2868,13223520,,Abbi Glines,2004,"Existence (Existence Trilogy, #1)"
2869,11438,679723056,Raymond Carver,1981,What We Talk About When We Talk About Love
2870,104379,670061107,Sarah Dessen,1996,That Summer
2871,10790290,316187747,Michael J. Sullivan,2011,"Theft of Swords (The Riyria Revelations, #1-2)"
2872,17286747,1250010691,Diane Chamberlain,2013,"Necessary Lies (Necessary Lies, #1)"
2873,218467,449208133,"Larry Niven, Jerry Pournelle",1977,Lucifer's Hammer
2874,114144,425205754,Nora Roberts,1996,Montana Sky
2875,31548,451530179,"W. Somerset Maugham, Benjamin DeMott, Maeve Binchy",1915,Of Human Bondage
2876,18879761,451471474,Gayle Forman,2015,I Was Here
2877,99110,525467262,"A.A. Milne, Ernest H. Shepard",1961,"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)"
2878,32527,553584537,Lisa Gardner,2004,"Alone (Detective D.D. Warren, #1)"
2879,153542,395169615,Virginia Lee Burton,1938,Mike Mulligan and His Steam Shovel
2880,17383994,62278789,Veronica Roth,2013,"Divergent Series Complete Box Set (Divergent, #1-3)"
2881,116296,61161640,Terry Pratchett,2007,"Making Money (Discworld, #36; Moist Von Lipwig, #2)"
2882,7074000,1423368991,Nora Roberts,2010,"Happy Ever After (Bride Quartet, #4)"
2883,10908,140230270,Jodi Picoult,1993,Harvesting the Heart
2884,16150830,1423157516,Alexandra Bracken,2013,"Never Fade (The Darkest Minds, #2)"
2885,3257136,446407410,"Vicki Myron, Bret Witter",2008,Dewey: The Small-Town Library Cat Who Touched the World
2886,16248113,62104896,Soman Chainani,2013,"The School for Good and Evil (The School for Good and Evil, #1)"
2887,30259,60788380,Kim Harrison,2007,"For a Few Demons More (The Hollows, #5)"
2888,20821043,670026328,Tana French,2014,"The Secret Place (Dublin Murder Squad, #5)"
2889,6604209,076536543X,Brandon Sanderson,2009,"Mistborn Trilogy Boxed Set (Mistborn, #1-3)"
2890,227729,671024094,Jeffery Deaver,1998,"The Coffin Dancer (Lincoln Rhyme, #2)"
2891,6545536,545060486,Gordon Korman,2010,"The Emperor's Code (The 39 Clues, #8)"
2892,808853,618164413,"Margret Rey, H.A. Rey",1969,The Complete Adventures of Curious George
2893,11082037,316069418,Michael Connelly,2011,"The Drop (Harry Bosch, #17; Harry Bosch Universe, #21)"
2894,500503,189221301X,Naoko Takeuchi,1992,"Sailor Moon, #1 (Sailor Moon, #1)"
2895,17331349,62218360,"Steven D. Levitt, Stephen J. Dubner",2014,Think Like a Freak
2896,13436373,545326990,"Raina Telgemeier, Gurihiru",2012,Drama
2897,3110,074326004X,Sarah Vowell,2005,Assassination Vacation
2898,92121,380014300,Roger Zelazny,1970,Nine Princes in Amber (The Chronicles of Amber #1)
2899,18144053,1451693567,Alice Hoffman,2014,The Museum of Extraordinary Things
2900,3220405,765304961,Orson Scott Card,2008,"Ender in Exile (Ender's Saga, #1.2)"
2901,421129,042519485X,MaryJanice Davidson,2004,"Undead and Unwed (Undead, #1)"
2902,4005,722536542,Paulo Coelho,1996,The Fifth Mountain
2903,35519,385418868,"Joseph Campbell, Bill Moyers",1988,The Power of Myth
2904,21418013,765375869,John Scalzi,2014,"Lock In (Lock In, #1)"
2905,17380041,385351232,Jo Baker,2013,Longbourn
2906,21412202,1476764026,"Cary Elwes, Joe Layden, Various, Rob Reiner",2014,As You Wish: Inconceivable Tales from the Making of The Princess Bride
2907,773276,399230033,Peggy Rathmann,1994,"Good Night, Gorilla"
2908,13522285,62217135,Robyn Schneider,2013,The Beginning of Everything
2909,6389704,054506046X,Jude Watson,2009,"In Too Deep (The 39 Clues, #6)"
2910,138269,1840187166,"Frank W. Abagnale, Stan Redding",1980,Catch Me If You Can: The True Story of a Real Fake
2911,30248,515133876,Laurell K. Hamilton,2001,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)"
2912,119760,684865181,Gary Zukav,1989,The Seat of the Soul
2913,16099159,345545834,J. Kenner,2013,"Claim Me (Stark Trilogy, #2)"
2914,3483,067003777X,Marisha Pessl,2006,Special Topics in Calamity Physics
2915,18498558,62259652,Josh Malerman,2014,Bird Box
2916,12476820,62071041,Dan Wells,2012,"Partials (Partials Sequence, #1)"
2917,72223,618773479,Timothy Egan,2006,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl
2918,17802747,758278454,Ellen Marie Wiseman,2013,What She Left Behind
2919,3047850,006156608X,Sara Shepard,2008,"Wicked (Pretty Little Liars, #5)"
2920,184655,1416516352,Vince Flynn,1999,"Transfer of Power (Mitch Rapp, #3)"
2921,395090,60931728,Sylvia Plath,1965,Ariel
2922,13223349,1401235417,"Scott Snyder, Greg Capullo, Jonathan Glapion",2012,"Batman, Volume 1: The Court of Owls"
2923,33457,60735422,Christopher Moore,1992,"Practical Demonkeeping (Pine Cove, #1)"
2924,46438,451219953,Raymond Khoury,2006,"The Last Templar (Templar, #1)"
2925,6534932,345518519,Kathy Griffin,2009,Official Book Club Selection: A Memoir According to Kathy Griffin
2926,240976,60932147,"Milan Kundera, Aaron Asher",1979,The Book of Laughter and Forgetting
2927,479415,440222656,Nicholas Evans,1995,The Horse Whisperer
2928,46191,1580627560,Sherry Argov,2009,Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship
2929,3047851,61566179,Sara Shepard,2010,"Wanted (Pretty Little Liars, #8)"
2930,1225621,60788704,Kim Harrison,2008,"The Outlaw Demon Wails (The Hollows, #6)"
2931,433567,048627263X,"Edwin A. Abbott, Banesh Hoffmann",1884,Flatland: A Romance of Many Dimensions
2932,7728889,031612611X,Libba Bray,2012,"The Diviners (The Diviners, #1)"
2933,3798703,375851798,Tim Tharp,2008,The Spectacular Now
2934,14142,61129739,"Erich Fromm, Peter D. Kramer, Rainer Funk",1956,The Art of Loving
2935,537070,043979143X,Suzanne Collins,2007,"Gregor and the Code of Claw (Underland Chronicles, #5)"
2936,64218,380821214,Terry Pratchett,1990,"Eric (Discworld, #9; Rincewind #4)"
2937,25102,1563890933,"Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein",1993,A Game of You (The Sandman #5)
2938,9302,60731486,Marian Keyes,2004,The Other Side of the Story
2939,16729,553381539,Pat Conroy,1975,Beach Music
2940,46601,842313079,Francine Rivers,1994,"An Echo in the Darkness (Mark of the Lion, #2)"
2941,16429619,,Mary E. Pearson,2014,"The Kiss of Deception (The Remnant Chronicles, #1)"
2942,42933,440184622,James Clavell,1966,"Tai-Pan (Asian Saga, #2)"
2943,8573020,399157220,Eleanor Brown,2011,The Weird Sisters
2944,34498,413771164,Terry Pratchett,2000,"The Truth (Discworld, #25; Industrial Revolution, #2)"
2945,10762469,312358342,Tom Perrotta,2011,The Leftovers
2946,66354,60920432,Mihaly Csikszentmihalyi,1990,Flow: The Psychology of Optimal Experience
2947,23454,1932796789,"Margaret Weis, Tracy Hickman",1985,"Dragons of Winter Night (Dragonlance: Chronicles, #2)"
2948,9219901,1439177805,Portia de Rossi,2010,Unbearable Lightness: A Story of Loss and Gain
2949,693016,312949804,Lisa Kleypas,2007,"Mine Till Midnight (The Hathaways, #1)"
2950,96123,1416522913,"Carl Bernstein, Bob Woodward",1974,All the President's Men
2951,7263429,399254838,Andrea Cremer,2011,Wolfsbane (Nightshade #2
2952,20564,141439629,"George Eliot, A.S. Byatt",1860,The Mill on the Floss
2953,7334201,1400066409,Gary Shteyngart,2010,Super Sad True Love Story
2954,407813,441068804,Robin McKinley,1982,"The Blue Sword (Damar, #1)"
2955,13570854,451239350,J.R. Ward,2013,"Lover at Last (Black Dagger Brotherhood, #11)"
2956,10661081,159514451X,"Michelle Rowen, Richelle Mead",2011,Vampire Academy: The Ultimate Guide (Vampire Academy)
2957,121732,6280838,C.S. Lewis,1955,Surprised by Joy: The Shape of My Early Life
2958,24113,465026567,Douglas R. Hofstadter,1979,"Gödel, Escher, Bach: An Eternal Golden Braid"
2959,153780,375828788,Tamora Pierce,2004,"Trickster's Queen (Daughter of the Lioness, #2)"
2960,95819,805005013,"Robert Frost, Edward Connery Lathem",1969,"The Poetry of Robert Frost (Collected Poems, Complete & Unabridged)"
2961,8953,439286069,Rodman Philbrick,1993,"Freak the Mighty (Freak The Mighty, #1)"
2962,15790873,316212822,Jennifer E. Smith,2013,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)"
